proposer_index,slot,declared_client
23307,41320,undecided
63861,585039,undecided
77967,624875,undecided
14289,469644,undecided
16416,414335,undecided
77060,666961,undecided
3518,74570,undecided
11262,94853,undecided
31503,660297,undecided
20234,501104,prysm
37720,628734,undecided
11691,456454,undecided
38068,667374,undecided
38221,631841,undecided
70255,634751,undecided
9824,92953,undecided
26604,626917,undecided
44895,608671,lighthouse
65161,646012,undecided
74469,668239,lighthouse
21364,668730,teku
34165,407737,undecided
23041,516034,lighthouse
61270,539043,undecided
75935,548123,undecided
66920,421075,undecided
22180,414067,prysm
26977,450466,prysm
25063,352049,lighthouse
29620,669947,undecided
63503,665967,undecided
65626,667391,teku
19364,455282,prysm
20078,586522,undecided
72094,657604,undecided
63878,378551,undecided
52429,615995,undecided
54915,352921,undecided
15445,358615,undecided
1507,489619,lighthouse
10048,93296,undecided
6488,625027,teku
57972,325135,undecided
68349,663924,lighthouse
25989,104186,undecided
14901,55060,undecided
50804,636119,undecided
5394,53807,undecided
24670,626246,undecided
41010,634770,undecided
42298,639774,undecided
77863,495653,lighthouse
5868,138568,lighthouse
59552,613965,undecided
28080,606221,prysm
50760,638282,prysm
49596,625787,undecided
21405,605398,undecided
44807,660463,lighthouse
45649,655298,undecided
36834,561232,undecided
73815,620857,undecided
42200,629648,undecided
26270,633694,undecided
45084,641411,lighthouse
65237,489941,lighthouse
11278,7958,undecided
40225,602310,undecided
12171,197220,undecided
44944,608717,lighthouse
4287,432625,lighthouse
78862,527664,undecided
45018,636676,lighthouse
67361,664124,undecided
6330,560033,teku
40717,647333,undecided
74132,642837,undecided
64361,635555,undecided
42173,650011,undecided
9637,626170,prysm
50039,633344,undecided
28852,447519,undecided
65638,628637,teku
57088,589465,undecided
35701,578636,undecided
42272,554326,undecided
28112,322598,lighthouse
72659,581332,undecided
67823,671993,undecided
26011,272214,prysm
44087,335653,undecided
14564,500604,prysm
17340,530642,undecided
18983,67596,undecided
22573,66321,undecided
32152,538315,lighthouse
37614,616929,undecided
36950,602568,undecided
19550,355525,prysm
66978,458267,undecided
27383,643095,prysm
8392,259356,nimbus
41312,668977,undecided
27239,345656,prysm
63763,665581,undecided
54611,469225,undecided
62544,501978,undecided
72900,668869,undecided
54579,531117,undecided
68275,670305,prysm
39775,639236,undecided
7812,627698,undecided
47614,609343,prysm
40299,639514,undecided
42763,669123,prysm
6427,504562,teku
51558,470304,prysm
34460,192915,prysm
70652,542202,undecided
22080,670853,lighthouse
50697,560179,prysm
50584,649594,undecided
36796,638245,undecided
37662,652153,undecided
43559,664375,undecided
34704,656863,undecided
58871,365388,undecided
57654,538910,undecided
22259,58040,undecided
2962,72156,undecided
33620,638422,undecided
49819,656373,undecided
46432,545202,undecided
17490,410002,lighthouse
67918,461273,undecided
12050,123515,undecided
41546,593360,undecided
54674,431272,undecided
35182,613003,undecided
58904,371186,undecided
15011,55020,prysm
37792,659091,undecided
7688,665549,undecided
41310,667436,undecided
6268,653909,teku
40828,423547,undecided
44730,583296,lighthouse
68375,460815,lighthouse
14066,436592,undecided
19381,432018,prysm
34743,381829,undecided
4139,481701,lighthouse
61712,504023,undecided
16615,632460,undecided
45316,459580,lighthouse
43463,668293,undecided
19586,587358,prysm
30792,163984,undecided
26535,451822,prysm
6087,481091,teku
29336,643007,lighthouse
15836,599319,undecided
10467,62745,undecided
20447,484848,prysm
1686,515396,lighthouse
14095,563468,undecided
58694,374489,undecided
3593,63924,undecided
22134,82775,undecided
11,128059,undecided
12614,610416,undecided
17674,633603,prysm
12410,486905,undecided
46957,415934,undecided
72885,607291,undecided
40487,612123,undecided
43335,609691,undecided
15805,554403,lighthouse
32171,654660,undecided
20521,418620,prysm
34967,610423,undecided
7006,63375,undecided
16146,352781,lighthouse
65434,433732,undecided
29177,419370,undecided
8771,666218,nimbus
12733,458739,undecided
48171,563875,prysm
57441,661109,undecided
18497,502285,prysm
38347,571846,undecided
11395,95992,undecided
15278,421107,undecided
14222,635695,undecided
444,643499,undecided
9434,391245,nimbus
8521,629975,undecided
59596,660284,undecided
44345,642008,undecided
63025,461376,undecided
31972,611636,undecided
9773,648396,lighthouse
21705,416219,undecided
7726,645054,undecided
45811,474462,undecided
32204,556156,lighthouse
28181,567909,prysm
36970,551474,undecided
4545,460118,undecided
19402,60339,undecided
75740,563013,undecided
70827,661945,prysm
39840,643319,nimbus
17005,409340,lighthouse
1110,456284,lighthouse
43648,600018,undecided
71534,537058,undecided
71753,522871,undecided
46701,635286,undecided
42433,517692,prysm
24608,448333,undecided
40928,671355,undecided
63131,449361,undecided
63775,638076,undecided
31511,634534,undecided
29618,594394,undecided
29268,373205,undecided
32169,561300,lighthouse
18651,502344,undecided
708,585234,undecided
33834,592036,undecided
71619,592984,undecided
28197,519483,prysm
62425,524463,undecided
56296,643167,undecided
1967,534081,lighthouse
12216,249840,undecided
27339,627609,prysm
70723,414638,undecided
1994,528477,lighthouse
42696,619421,prysm
7782,626053,undecided
44616,545062,lighthouse
27513,268105,undecided
76345,635130,lighthouse
17098,428012,lighthouse
22481,186994,lighthouse
31585,571394,undecided
18522,409481,prysm
62123,522513,undecided
5755,621298,teku
31610,476395,undecided
57384,353875,undecided
38134,416654,undecided
55135,614437,undecided
55499,618851,undecided
54505,522297,undecided
21446,646195,undecided
41755,553161,undecided
41197,613515,undecided
25514,480674,undecided
38299,587868,undecided
27139,668800,prysm
2156,425281,undecided
59964,669519,undecided
23008,64509,prysm
9526,384404,nimbus
17554,371329,prysm
51129,668032,undecided
27092,475475,prysm
74310,668512,undecided
51172,663998,undecided
75803,472677,undecided
33367,637432,undecided
71312,644405,undecided
32892,470956,undecided
4384,663702,undecided
54647,507652,undecided
55265,591830,undecided
48228,433053,prysm
33463,314912,undecided
18028,664656,undecided
13931,514756,undecided
49664,604004,undecided
59229,413224,undecided
35101,381083,lighthouse
69181,666966,undecided
12919,12007,undecided
4727,136587,undecided
80068,578230,undecided
43682,660941,undecided
58846,365253,undecided
33049,664536,undecided
4073,21905,undecided
43290,641173,prysm
10237,70492,undecided
9051,410789,nimbus
46282,663440,undecided
32270,550616,undecided
52077,663932,undecided
47910,426712,prysm
3862,56837,undecided
20937,508577,undecided
75984,654484,undecided
30569,225033,undecided
46468,639669,undecided
70003,557196,undecided
17880,518300,prysm
37297,668199,undecided
97,608102,undecided
46528,518123,undecided
29545,595554,undecided
39767,557257,undecided
7128,660216,undecided
51356,667520,undecided
24823,515297,undecided
45990,658601,undecided
7258,392870,undecided
65548,610904,teku
38484,627920,undecided
22344,449149,undecided
8848,638248,nimbus
20424,361977,lighthouse
35797,623537,undecided
37347,615817,undecided
26259,447657,prysm
26025,312637,undecided
62954,472663,undecided
1396,499923,lighthouse
30141,660877,undecided
43578,388406,undecided
69708,665233,undecided
12459,597340,undecided
59362,660521,undecided
25992,350838,undecided
43955,631246,undecided
72506,582315,undecided
49968,633550,undecided
58799,344530,undecided
60659,405189,undecided
12899,604886,undecided
28433,488492,undecided
75635,639317,undecided
27605,277994,undecided
63615,632374,undecided
12513,461384,undecided
68159,623443,lighthouse
6900,70057,undecided
59976,619974,undecided
38214,493308,undecided
2698,544935,undecided
32986,659819,undecided
72182,621615,undecided
47773,624127,prysm
60993,400056,undecided
31432,165072,prysm
45007,640610,lighthouse
41254,539017,undecided
56344,635289,undecided
43807,661438,undecided
32672,485706,prysm
25667,60699,lighthouse
27867,669668,prysm
27808,633967,prysm
51000,400524,prysm
66630,566261,undecided
12542,670962,prysm
24564,630329,undecided
80055,598754,undecided
26284,563177,lighthouse
27551,216900,undecided
63204,482185,undecided
50072,369281,prysm
78030,576178,undecided
51051,617472,undecided
56076,453274,undecided
28460,334303,undecided
44078,649250,undecided
48238,643472,prysm
63415,621488,undecided
78732,581110,undecided
57845,525341,undecided
6360,657203,teku
9437,432089,nimbus
68973,665854,undecided
11098,91524,undecided
51579,660806,undecided
68021,559300,lighthouse
16158,430692,undecided
77437,572942,undecided
47837,401196,prysm
11843,499434,undecided
32722,413526,lighthouse
28149,603164,prysm
48940,670784,undecided
13586,657832,undecided
32391,458469,undecided
10662,305008,undecided
24037,506776,undecided
44761,643190,lighthouse
51663,566477,undecided
39393,351152,prysm
33852,634014,undecided
44746,633452,lighthouse
25301,667170,undecided
23607,566610,undecided
7632,334882,undecided
51331,664062,undecided
31667,434818,prysm
39534,421489,prysm
42055,567775,undecided
808,553359,undecided
8996,665048,nimbus
77145,659389,lighthouse
51160,660211,undecided
31379,248701,prysm
60185,391183,undecided
44626,630314,lighthouse
23844,605672,undecided
56560,425131,lighthouse
72410,606780,undecided
54071,447378,prysm
5972,635118,teku
2874,650280,undecided
59033,611192,lighthouse
60980,433943,undecided
50133,635888,lighthouse
60190,366385,undecided
44577,633883,lighthouse
5037,381220,prysm
70447,653928,undecided
74466,580389,lighthouse
17530,548679,undecided
35324,549559,undecided
41017,657435,undecided
43654,492135,undecided
17254,167501,lighthouse
54646,535866,undecided
41394,581468,undecided
25288,525863,undecided
9831,56752,undecided
51907,578604,undecided
79116,655007,undecided
50551,632591,undecided
40027,636356,undecided
50142,505842,teku
1409,342523,lighthouse
67479,639963,undecided
17617,615856,prysm
39386,671850,undecided
11321,35270,undecided
72897,656698,undecided
64551,667646,undecided
6090,657040,teku
33724,667733,undecided
73395,630154,prysm
14091,658683,undecided
28069,460064,prysm
14065,628764,undecided
12256,138574,undecided
39216,629917,undecided
33757,669798,undecided
5805,641544,teku
64307,584718,undecided
50008,553415,undecided
27860,641681,prysm
47104,514739,undecided
18910,140845,lighthouse
55539,654094,undecided
43611,633215,undecided
24565,612915,undecided
76245,668177,undecided
69374,654189,undecided
42942,647271,prysm
4285,491295,lighthouse
42836,486006,prysm
43480,662428,undecided
1013,178759,undecided
40413,621652,undecided
68227,599489,prysm
6556,411704,teku
39387,362722,lighthouse
61462,413491,undecided
26458,577945,prysm
62580,465268,undecided
18532,263666,lighthouse
16631,471708,undecided
42790,412351,undecided
41327,663318,undecided
6067,586541,teku
59582,527092,undecided
58859,385646,undecided
36924,635434,undecided
47579,626891,prysm
30455,197340,undecided
2321,51816,undecided
50216,403152,prysm
10345,88955,undecided
41824,669750,undecided
26233,315092,undecided
61993,460834,undecided
5424,67753,undecided
10185,54082,undecided
30542,135434,undecided
36858,637391,undecided
48943,659280,undecided
17196,299773,lighthouse
77886,656093,undecided
26066,566431,prysm
73213,497386,undecided
50063,464764,lighthouse
66513,615989,undecided
33261,615764,undecided
72089,591620,undecided
509,371899,undecided
49823,655980,undecided
7008,35126,undecided
75011,569939,undecided
3241,69946,undecided
40306,668431,undecided
14798,646175,prysm
46300,656918,undecided
39778,462476,undecided
21151,659558,undecided
16955,463762,lighthouse
58427,340333,undecided
7417,414041,undecided
31521,662566,undecided
50329,670166,lighthouse
46951,651929,undecided
32567,381038,undecided
52012,662038,undecided
41938,593648,lighthouse
4363,429761,lighthouse
20620,443485,prysm
4529,608001,undecided
43300,438503,prysm
15052,302765,undecided
11193,623789,undecided
21001,591723,undecided
29222,494618,prysm
15093,650427,lighthouse
78722,656966,undecided
45574,583030,undecided
1506,453757,lighthouse
16114,395603,prysm
31586,275255,undecided
8762,137916,nimbus
39062,666103,undecided
52084,615561,undecided
787,373127,undecided
42155,633288,undecided
23345,48173,undecided
45989,540635,undecided
43160,481822,prysm
69939,663946,undecided
48733,604851,undecided
6253,668996,teku
40707,639542,undecided
45441,492990,lighthouse
22056,461739,undecided
60530,355787,undecided
36673,667510,undecided
68523,418689,undecided
22294,67126,undecided
29257,653805,undecided
33560,547910,undecided
50445,623889,undecided
36776,630899,undecided
16794,487044,prysm
27203,638544,prysm
23888,664212,undecided
44379,591831,undecided
2762,658272,undecided
74344,610968,undecided
8537,426889,nimbus
76685,551095,undecided
58742,322728,undecided
80402,592352,lighthouse
10447,71465,undecided
51117,613541,undecided
43909,547882,undecided
39876,488170,nimbus
13981,458877,undecided
49781,657347,undecided
15821,533700,lighthouse
22662,33180,prysm
567,609851,undecided
627,612154,undecided
61921,517743,undecided
11037,92969,undecided
27460,213530,prysm
38069,637273,undecided
65918,612194,undecided
44027,670231,undecided
17380,307045,lighthouse
16521,43573,undecided
47996,589388,prysm
55558,410496,prysm
40933,649531,undecided
29395,667210,lighthouse
15765,11577,undecided
9670,71760,teku
22597,122466,prysm
11199,84637,undecided
13532,625225,undecided
51506,603424,undecided
33538,622813,undecided
37252,445347,undecided
56388,337949,undecided
34682,210857,teku
34983,291941,undecided
74713,551993,undecided
22491,278228,undecided
43201,436649,prysm
62038,471406,undecided
20518,530590,lighthouse
27918,640507,prysm
28194,333383,undecided
73488,665181,undecided
78189,632351,undecided
66444,607718,undecided
14308,619613,undecided
24712,591979,undecided
38793,657092,undecided
18356,540888,prysm
47403,667098,prysm
59458,527494,undecided
40332,582414,undecided
5209,68177,prysm
19091,628488,undecided
37221,621565,prysm
45718,655879,undecided
25117,658300,undecided
54530,486626,undecided
58365,316958,undecided
39490,567681,prysm
43628,663159,undecided
43306,321974,prysm
51775,671392,undecided
60133,404134,undecided
66006,624476,lodestar
28391,410103,undecided
37513,665599,undecided
43096,512461,prysm
23163,482449,undecided
54749,582348,undecided
72343,662098,undecided
56680,327760,undecided
33517,612905,undecided
30051,566285,undecided
41302,671125,undecided
7081,54086,undecided
13183,121667,undecided
14431,614015,undecided
501,494970,undecided
40827,442643,undecided
