proposer_index,slot,declared_client
35897,621338,undecided
15519,588389,undecided
33460,660560,undecided
14878,353916,lighthouse
56997,359728,undecided
65689,633355,undecided
37164,361706,undecided
33640,552838,undecided
18973,518183,prysm
5552,563241,teku
28398,628679,undecided
4860,630766,teku
46547,617822,undecided
10268,648989,undecided
50856,666951,undecided
44462,663206,lighthouse
34636,582093,prysm
14473,68387,undecided
49809,574053,undecided
23127,429657,undecided
54252,487359,undecided
45604,554248,undecided
20501,519013,lighthouse
27994,653573,prysm
6734,68954,undecided
10319,37782,undecided
72090,611333,undecided
1681,516755,lighthouse
34127,632593,undecided
71380,584294,undecided
72642,622617,undecided
45077,488919,lighthouse
38310,626061,undecided
55473,629831,undecided
12494,299663,prysm
65630,651634,teku
62585,494677,undecided
50844,567214,undecided
502,669306,undecided
49260,462169,prysm
7527,514548,undecided
55617,454170,prysm
45584,515233,undecided
48707,501968,undecided
48306,669717,prysm
44842,590102,lighthouse
48283,463159,prysm
51198,467721,undecided
10947,344966,teku
10649,84204,undecided
46331,604038,undecided
47929,393832,prysm
9241,405943,nimbus
72141,607398,undecided
49570,565262,undecided
67237,493497,undecided
11294,102519,undecided
17181,500427,undecided
28963,504036,undecided
27110,285236,prysm
15917,626368,prysm
44923,594251,lighthouse
67490,606685,undecided
41079,639569,undecided
16088,393806,undecided
64835,657691,undecided
12369,412069,undecided
52267,612599,lodestar
66414,630859,undecided
21981,197012,nimbus
4589,560349,teku
45969,490994,undecided
49432,479572,undecided
18878,423707,prysm
21390,600340,lighthouse
47769,623089,prysm
57035,542456,undecided
35583,530942,undecided
71393,625894,undecided
65385,497920,undecided
39635,571963,undecided
1495,453087,lighthouse
65697,603274,undecided
51825,568589,undecided
11480,13761,undecided
46806,348707,prysm
26733,498771,undecided
11593,87671,undecided
52132,634118,undecided
29370,664970,lighthouse
37031,654242,undecided
58291,383581,undecided
12271,136539,undecided
49671,669805,undecided
42448,520888,prysm
2403,653769,undecided
28849,570978,undecided
79952,606789,undecided
23237,458582,undecided
49019,597178,undecided
26286,643117,lighthouse
61809,494120,undecided
11797,587325,undecided
69677,657025,undecided
21103,52765,prysm
42802,484090,prysm
32523,533355,prysm
51161,663050,undecided
78322,644589,undecided
8234,642378,nimbus
4811,64775,prysm
5216,20261,lighthouse
39448,428106,prysm
62428,502082,undecided
26191,501679,prysm
68727,629278,undecided
35872,567182,undecided
12831,347541,undecided
49816,639399,undecided
45273,489779,lighthouse
37386,457808,undecided
40064,271928,prysm
8769,263559,nimbus
64827,622042,undecided
7789,653722,undecided
78342,520562,lighthouse
78521,491171,undecided
5492,642624,teku
39847,663495,nimbus
46207,539965,undecided
67718,477555,undecided
33554,456819,undecided
44147,455024,undecided
71485,597656,undecided
13902,657119,undecided
35231,449373,lighthouse
34602,357471,undecided
78377,525495,lighthouse
30698,166401,undecided
20557,598834,lighthouse
74090,661182,undecided
22913,233883,lighthouse
71636,663791,undecided
43759,661677,undecided
36905,661907,undecided
48596,605788,undecided
4069,62141,undecided
79984,602368,undecided
20700,517912,undecided
477,516768,undecided
44223,622839,undecided
14176,662037,undecided
43309,650000,prysm
27626,233467,undecided
37388,610916,undecided
37771,571798,undecided
23751,629310,undecided
33820,492009,undecided
20330,479608,teku
15315,342093,prysm
1758,478170,lighthouse
21359,381350,teku
66479,631190,undecided
6393,663539,teku
48048,623208,prysm
66248,668090,undecided
61861,522022,undecided
14364,669523,undecided
49987,548175,lighthouse
60044,351801,undecided
9619,661704,teku
70423,639060,undecided
17101,407976,lighthouse
15324,432180,prysm
79605,610386,undecided
6493,643708,teku
1160,453840,lighthouse
29467,323058,undecided
42358,654373,lighthouse
75658,618662,undecided
40341,662791,undecided
7029,101887,undecided
66924,490410,undecided
66644,580171,undecided
38107,421616,undecided
73428,597268,undecided
47678,629779,prysm
7354,583562,undecided
41825,636127,undecided
16471,634905,undecided
37403,640189,undecided
8135,593559,undecided
31800,473046,undecided
14252,652374,undecided
33923,671651,undecided
24556,666516,undecided
14015,613080,undecided
33925,654960,undecided
79689,630293,undecided
24099,659469,undecided
47659,439175,prysm
8454,441946,nimbus
1067,366661,lighthouse
38383,613998,undecided
17085,339302,lighthouse
13908,665385,undecided
65768,631551,undecided
16131,342534,lighthouse
54069,425287,prysm
45769,607521,undecided
29457,539153,undecided
21534,635423,prysm
39101,592479,undecided
35996,586218,undecided
68868,549747,undecided
81166,559127,undecided
37989,554069,undecided
23539,574633,undecided
15568,587129,undecided
10736,323247,undecided
4778,254460,undecided
5113,423205,lighthouse
66722,445416,undecided
10679,318050,undecided
32166,668724,undecided
14210,636870,undecided
38368,453119,undecided
5189,612277,lighthouse
32380,493245,undecided
49996,669449,undecided
79680,498044,prysm
13083,105209,lighthouse
6712,75425,undecided
71999,658935,undecided
41995,619654,lighthouse
15934,473424,undecided
23775,647448,undecided
29770,651707,undecided
41749,459669,undecided
60093,400535,undecided
36841,556215,undecided
25122,664511,undecided
48422,382737,teku
72495,629998,undecided
21842,491273,undecided
33418,621949,undecided
30144,647678,undecided
34744,458022,undecided
70159,618601,undecided
15891,448948,undecided
47581,671203,prysm
27247,465573,prysm
39618,529747,undecided
52497,550606,undecided
1664,482780,lighthouse
35901,590804,undecided
49828,546626,undecided
5337,166032,undecided
469,537563,undecided
63057,376597,undecided
77118,520610,undecided
48706,543238,undecided
20586,303259,prysm
31922,386863,undecided
17612,370486,undecided
22686,573492,lighthouse
73012,603992,undecided
10485,101675,undecided
45465,564633,undecided
7992,646146,undecided
72422,606813,undecided
39250,666186,undecided
5738,643765,teku
19088,450726,undecided
63059,515798,undecided
7307,440800,undecided
2322,100216,undecided
62196,526850,undecided
44443,535946,lighthouse
68897,644508,undecided
68624,572395,undecided
44548,429763,teku
71701,552468,undecided
25060,587793,undecided
11165,557551,undecided
78989,595299,undecided
42959,669418,prysm
6563,599583,teku
3217,44712,undecided
30552,250938,undecided
21523,117020,undecided
27059,552913,prysm
64526,647110,undecided
67044,477848,undecided
7764,651148,undecided
10188,69282,undecided
39968,652020,undecided
19831,424674,prysm
25277,614777,undecided
64694,597155,undecided
61748,538559,undecided
25252,627941,undecided
24576,659093,undecided
10370,46107,undecided
64292,647657,undecided
5192,667125,lighthouse
37497,539128,undecided
38908,205576,undecided
66261,541776,lighthouse
15196,365658,undecided
40713,576868,undecided
42494,464973,prysm
9558,291625,undecided
71996,580254,undecided
45281,406002,lighthouse
4618,356471,teku
5420,99498,undecided
50988,595860,undecided
19542,652724,prysm
70434,619301,undecided
29110,493390,prysm
8064,618072,undecided
8088,603944,undecided
41901,623206,lighthouse
51246,644700,undecided
20504,659436,lighthouse
11517,73211,undecided
45135,627993,lighthouse
39772,613563,undecided
35615,566634,undecided
690,617799,undecided
39304,653207,undecided
49110,591610,prysm
70498,670905,undecided
6625,75611,prysm
7361,668315,undecided
5931,670347,teku
7314,651467,undecided
41280,639467,undecided
55631,430583,prysm
33599,625929,undecided
40219,660144,undecided
19722,565585,undecided
43649,620915,undecided
12837,15441,lighthouse
26218,436829,prysm
11036,92797,undecided
29918,309035,prysm
44581,560232,lighthouse
32322,352125,undecided
22999,229796,prysm
48360,650889,prysm
76864,622204,undecided
12675,5996,undecided
36743,662912,undecided
67804,591678,undecided
55013,587488,undecided
64146,661629,undecided
39420,484011,prysm
54993,393549,undecided
74600,592424,undecided
32404,452663,undecided
76019,602246,undecided
39240,514954,undecided
50424,634717,undecided
35143,319632,lighthouse
70064,642771,undecided
17374,481025,lighthouse
15183,650158,undecided
54612,517538,undecided
7013,11517,undecided
39301,587751,undecided
38363,488056,undecided
18129,232661,undecided
9019,390880,nimbus
50618,656508,undecided
43093,485056,prysm
62259,458351,undecided
71566,651255,undecided
27888,628327,prysm
637,668885,undecided
77225,626065,undecided
76539,472003,undecided
51654,581646,undecided
16222,415924,undecided
52290,667907,lodestar
64459,639120,undecided
41072,563621,undecided
2727,649839,undecided
42619,502338,prysm
33948,529262,undecided
26099,157389,lighthouse
49747,649313,undecided
5524,653258,teku
19227,205285,undecided
65267,587094,undecided
52133,637500,undecided
74045,598133,undecided
7526,557831,undecided
65175,657862,undecided
38186,667716,undecided
16743,599281,undecided
68447,671222,lighthouse
4985,183599,undecided
75883,491371,undecided
18670,387269,undecided
11151,39547,undecided
48728,598734,undecided
41098,659157,undecided
562,661090,undecided
68874,655288,undecided
61410,439126,undecided
30167,666185,undecided
51400,552805,undecided
49077,577448,prysm
25344,656562,undecided
18746,521406,undecided
20460,440040,teku
38038,658669,undecided
26727,368105,prysm
8214,667408,nimbus
20148,514667,prysm
48294,662699,prysm
52426,668603,undecided
51044,618233,undecided
39307,634660,prysm
20091,582312,undecided
31517,652375,undecided
44094,524764,undecided
36617,637458,undecided
39929,657611,undecided
31549,660328,undecided
41787,649377,undecided
43901,654978,undecided
31984,612887,undecided
35436,563420,undecided
2306,656765,undecided
46707,512741,undecided
11620,104775,undecided
61825,513939,undecided
80052,602574,undecided
16635,502583,undecided
6132,647701,teku
29612,475691,undecided
47060,393657,undecided
31223,196577,prysm
1745,499622,lighthouse
39063,657095,undecided
76226,551176,lighthouse
73041,636382,undecided
38399,439790,undecided
49824,653665,undecided
40134,663864,undecided
39086,671790,undecided
60457,416719,undecided
17950,481758,prysm
35918,385008,lighthouse
44986,597094,lighthouse
29311,630145,undecided
65326,635148,undecided
59834,635447,undecided
3453,66292,undecided
36707,608408,undecided
39715,661025,undecided
26678,595810,undecided
19233,244463,undecided
47698,413879,prysm
52377,311719,undecided
62040,403659,undecided
13511,247503,undecided
72587,636152,undecided
22047,427907,undecided
3583,41361,undecided
26507,606670,undecided
34533,233843,lighthouse
27887,652815,prysm
24575,658291,undecided
71740,628848,undecided
50658,666960,undecided
64471,370947,undecided
56648,522993,undecided
46958,488144,undecided
56963,665547,undecided
41953,658016,lighthouse
17486,431803,lighthouse
63182,662888,undecided
75339,633984,undecided
64472,496387,undecided
10538,104681,undecided
2423,585319,undecided
59935,471328,undecided
45129,639574,lighthouse
33563,670591,undecided
29351,634367,lighthouse
46912,390555,undecided
25312,648367,prysm
42421,396593,prysm
258,625488,undecided
41716,569844,undecided
33994,639094,prysm
43424,662657,undecided
63128,518861,undecided
63087,421974,undecided
20787,511519,lighthouse
14428,632153,undecided
75239,471388,undecided
62826,454705,undecided
50217,425385,teku
70048,671376,undecided
77779,587065,undecided
29672,366886,undecided
47469,610137,prysm
38658,624855,undecided
76800,495539,lighthouse
24414,429243,undecided
2985,654521,undecided
32074,482345,undecided
44376,612045,undecided
5961,653677,teku
54279,325422,undecided
15611,292492,prysm
65329,668758,undecided
11150,45591,undecided
24736,623880,undecided
41089,657383,undecided
1761,432653,lighthouse
43954,491544,undecided
14605,671409,prysm
26112,580954,undecided
11207,100640,undecided
37686,654883,undecided
2018,445557,lighthouse
44806,599987,lighthouse
80472,523594,undecided
8039,664015,undecided
20803,506192,teku
21192,155734,lighthouse
17889,552401,prysm
40961,624317,undecided
383,572671,undecided
16697,476087,undecided
13216,486350,undecided
18679,422251,undecided
43967,661210,undecided
38096,653701,undecided
73432,583622,undecided
39803,547487,nimbus
32621,450577,lighthouse
49878,488759,teku
8612,429204,nimbus
14281,654343,undecided
71091,619809,undecided
68270,630868,prysm
2201,112460,undecided
20565,532338,lighthouse
5076,72713,prysm
43972,547112,undecided
15391,497714,undecided
78086,503251,undecided
35283,479291,lighthouse
19155,410926,prysm
42273,670411,undecided
62351,491548,undecided
79165,542710,undecided
51821,520922,undecided
36068,597164,undecided
59115,480106,undecided
47574,443682,prysm
47407,459208,prysm
8356,448383,nimbus
18072,533462,undecided
30166,420276,undecided
69926,512147,undecided
876,670181,undecided
3061,217580,prysm
4550,670675,undecided
7937,590191,undecided
35327,584937,undecided
515,661636,undecided
76483,652216,undecided
2421,61618,undecided
34670,419795,prysm
55016,482986,undecided
66283,608971,undecided
3207,59120,undecided
34557,139280,lighthouse
38236,615948,undecided
8016,612818,undecided
36019,469502,lighthouse
41856,655546,undecided
49413,297757,undecided
48578,666145,undecided
5084,518731,undecided
32288,520248,undecided
20805,605711,lighthouse
43,605571,undecided
45490,637564,undecided
5453,57672,prysm
52163,621402,undecided
67978,655031,undecided
67724,445224,undecided
76667,546663,undecided
49983,578274,lighthouse
38796,612001,undecided
6031,492718,teku
41567,660906,undecided
35613,473701,lighthouse
37035,551793,undecided
26685,392593,undecided
21116,306443,prysm
45516,646995,undecided
67384,444335,undecided
69645,500985,undecided
1429,671906,lighthouse
41907,615870,lighthouse
56834,511400,undecided
59684,663836,undecided
36745,644374,undecided
66854,452373,undecided
15411,482711,undecided
47803,571247,prysm
48792,596065,undecided
6812,100450,undecided
64866,612583,undecided
38652,451240,lighthouse
4810,244040,prysm
39628,665344,undecided
42641,373335,prysm
33928,645308,undecided
28940,497869,undecided
17714,496113,prysm
24805,647352,undecided
75496,595156,undecided
50594,658671,undecided
35761,615533,undecided
23170,483796,undecided
25795,334042,undecided
69699,670463,undecided
19418,425178,prysm
39203,667618,undecided
55100,660925,undecided
60851,578033,undecided
31842,339714,lodestar
40989,663229,undecided
62155,478080,undecided
52044,422412,undecided
4880,554788,teku
14604,577266,prysm
57381,476907,undecided
49777,651190,undecided
61090,425310,undecided
13748,65407,undecided
64689,652191,undecided
21865,198884,lighthouse
34078,489413,undecided
5601,626446,teku
41266,555621,undecided
46628,496592,undecided
50941,633013,undecided
38724,639217,undecided
80197,670416,undecided
74047,671185,undecided
41387,543718,undecided
49713,638401,undecided
41712,667249,undecided
26509,103137,undecided
25746,68248,undecided
21340,671174,teku
51423,652703,undecided
35488,616016,undecided
13594,620366,undecided
46823,553981,prysm
21602,629621,undecided
39699,550993,undecided
24017,657839,undecided
38536,362489,prysm
47320,492493,undecided
27274,669477,prysm
21173,323607,lighthouse
70273,624658,undecided
34101,222116,prysm
19271,491959,prysm
6322,649489,teku
18032,526606,undecided
32258,442551,undecided
73679,629790,undecided
69745,563760,undecided
19664,405017,prysm
18669,519803,undecided
6026,572263,teku
49339,660727,teku
53561,603521,undecided
70676,416153,undecided
33761,665544,undecided
47547,582327,lighthouse
16747,452454,undecided
2446,644614,undecided
14551,609065,prysm
35090,614994,undecided
40476,582467,undecided
35127,598080,undecided
65461,469248,undecided
44385,621836,undecided
32820,488715,teku
48146,671732,prysm
36837,607263,undecided
73553,453382,undecided
26459,568909,prysm
36135,646157,undecided
5344,421525,undecided
20992,492118,undecided
29841,666629,undecided
68650,668877,undecided
58014,365958,undecided
23092,117770,lighthouse
38582,649781,undecided
75162,458742,undecided
80240,553388,undecided
51021,622541,undecided
102,645647,undecided
48163,572362,prysm
2548,58377,undecided
51017,511219,undecided
22600,60076,prysm
45278,401327,lighthouse
10417,39546,undecided
74958,632047,undecided
55697,441298,prysm
4313,433381,lighthouse
45938,430405,undecided
73339,480287,prysm
14718,576903,prysm
32155,597643,lighthouse
65480,501654,undecided
1722,426111,lighthouse
53738,415461,undecided
56057,410145,undecided
46999,348943,undecided
32420,662264,undecided
38945,637853,undecided
22771,224200,prysm
46270,288503,undecided
67308,441911,undecided
8571,649330,nimbus
26065,571406,prysm
55368,633857,undecided
47726,637622,prysm
66059,626677,lodestar
4564,668163,undecided
71148,586501,undecided
28682,357062,undecided
29804,649884,undecided
29289,542685,undecided
47124,654482,undecided
49293,480410,prysm
26814,629684,prysm
42259,361596,undecided
68832,633621,undecided
67480,455811,undecided
41952,653926,lighthouse
48514,636741,undecided
28259,399710,prysm
74264,473689,undecided
46068,642673,undecided
8597,380325,nimbus
7344,586701,undecided
21121,464681,undecided
9868,75734,undecided
861,645801,undecided
13876,546654,undecided
51742,656602,undecided
65281,623279,undecided
73596,628375,undecided
6497,652777,teku
15433,412244,undecided
60998,416087,undecided
44317,598493,undecided
28322,566728,prysm
7863,563523,undecided
62427,519045,undecided
28502,476393,undecided
73974,587717,undecided
34457,249740,prysm
7594,630556,undecided
17300,379717,lighthouse
59862,375807,prysm
9922,67251,undecided
37582,512698,undecided
54572,531108,undecided
23277,380630,undecided
25469,240680,nimbus
23499,552250,undecided
71450,590014,undecided
16239,423692,undecided
11619,79246,undecided
38193,498682,undecided
31802,609750,undecided
59344,658171,undecided
45157,644630,lighthouse
77565,623238,undecided
7859,594052,undecided
36456,522909,undecided
63260,443351,prysm
46208,635539,undecided
49338,665942,teku
1995,532792,lighthouse
17931,483756,prysm
6966,87731,undecided
6694,186812,undecided
74141,473378,undecided
28939,426238,undecided
47705,445714,prysm
52386,562971,undecided
1059,514843,lighthouse
2181,585878,undecided
77759,632827,undecided
44938,551170,lighthouse
27533,287409,undecided
14457,494429,undecided
59519,430200,undecided
74251,635098,undecided
70114,473590,undecided
51193,641785,undecided
27080,602777,prysm
65693,542970,undecided
64371,639594,undecided
60300,433146,undecided
1228,519540,lighthouse
5522,646032,teku
24043,649107,undecided
49159,614778,prysm
18611,433071,undecided
23850,629691,undecided
11766,606626,prysm
50715,623112,prysm
38569,629301,undecided
15532,459430,undecided
7070,100321,undecided
62607,545056,undecided
29811,661859,undecided
54286,568990,undecided
35351,566958,undecided
30229,540382,undecided
60338,375526,undecided
25326,553980,teku
20790,591765,lighthouse
48759,659409,undecided
17499,530974,undecided
48796,652572,undecided
24531,621088,undecided
18747,413166,undecided
27655,362806,prysm
26329,647482,undecided
33040,656325,undecided
39538,606860,prysm
34298,585109,undecided
44342,631285,undecided
23817,642788,undecided
37372,591004,undecided
34751,565957,undecided
36598,656835,undecided
28888,662614,undecided
11758,642201,prysm
14859,610859,prysm
12107,647256,undecided
61914,495731,undecided
10743,249462,undecided
36927,597635,undecided
46136,648723,undecided
58202,386412,undecided
17787,61399,prysm
2907,64994,undecided
42472,437770,prysm
58002,534070,undecided
14536,654533,prysm
33727,472206,undecided
54446,430883,undecided
59226,634969,undecided
68289,555079,prysm
46965,487218,undecided
68847,596368,undecided
3003,629736,undecided
49479,635511,undecided
49153,545339,prysm
66181,625606,undecided
1528,334282,lighthouse
18946,340778,undecided
35677,338153,lighthouse
69851,630421,undecided
52240,655460,lodestar
51685,578639,undecided
46691,459088,prysm
62939,374206,undecided
1241,667143,lighthouse
634,602332,undecided
45891,597897,undecided
55086,566770,undecided
28152,663980,prysm
52287,598787,lodestar
13696,231280,prysm
35389,437995,lighthouse
32766,606069,prysm
14008,650481,undecided
7318,551164,undecided
10031,71886,undecided
35446,605146,undecided
37044,647211,undecided
35581,563878,undecided
11365,91599,undecided
57351,378743,prysm
5721,657183,teku
36731,648720,undecided
36650,595626,undecided
37046,610410,undecided
25763,61670,undecided
15417,602556,undecided
37177,508093,undecided
9027,316072,nimbus
45477,628823,undecided
51182,504773,undecided
13406,15159,undecided
62555,503350,undecided
18672,339675,undecided
7569,601653,undecided
72737,653202,undecided
2114,23576,undecided
43496,411006,undecided
21355,640994,teku
9862,51477,undecided
41671,621239,undecided
49730,433432,undecided
61149,393942,undecided
11544,56087,undecided
3281,52260,undecided
35738,569817,undecided
5814,521602,teku
52058,664246,undecided
72845,635369,undecided
65910,668462,undecided
27870,521790,prysm
47731,435142,prysm
11413,69257,undecided
66535,613479,undecided
37006,636383,undecided
79618,633450,undecided
17651,452868,prysm
60364,382688,undecided
54342,362148,undecided
3495,64884,undecided
78343,637029,undecided
38007,558829,undecided
16966,449424,lighthouse
62057,471126,undecided
77652,614240,undecided
33783,650943,undecided
42264,535967,undecided
39261,649797,undecided
36590,671272,undecided
28005,308703,prysm
12788,7563,undecided
67695,470184,undecided
2541,202609,undecided
25174,658974,undecided
20230,539230,lighthouse
41,610795,undecided
35651,607740,undecided
79067,603783,undecided
79716,548121,undecided
19805,605839,lighthouse
49441,615245,undecided
26017,455729,undecided
61130,578880,undecided
66659,450349,undecided
43631,587737,undecided
38316,452774,undecided
49266,581238,prysm
14073,562340,undecided
73045,667047,undecided
35660,529192,undecided
55143,623878,undecided
68623,617634,undecided
8031,664746,undecided
39173,582168,undecided
40174,599775,undecided
27174,411112,prysm
30913,361789,undecided
25283,587010,undecided
67963,657142,undecided
6862,87274,undecided
33639,585022,undecided
46925,360059,undecided
55612,448319,prysm
15931,604124,prysm
38815,425862,nimbus
62188,461924,undecided
8594,438784,nimbus
9315,637159,nimbus
42026,611180,undecided
28017,442016,prysm
44582,637531,lighthouse
461,517944,undecided
57629,537434,undecided
16451,178837,lighthouse
50499,505576,teku
25078,450658,undecided
6224,662076,lighthouse
48890,649700,undecided
58008,389985,undecided
64055,491916,undecided
40600,423413,undecided
52139,461251,undecided
49304,638198,teku
24036,545687,undecided
11713,497206,undecided
62740,515690,undecided
19842,483857,prysm
36570,477962,undecided
46130,660748,undecided
29813,656421,undecided
38357,427925,undecided
79863,643700,undecided
54128,413474,undecided
46441,654475,undecided
4023,88944,undecided
48347,390372,prysm
32756,276364,prysm
29821,577057,undecided
48961,654637,undecided
64129,618438,undecided
64521,637826,undecided
44452,670140,lighthouse
6261,643352,teku
38938,232791,undecided
37462,593346,undecided
61680,507699,undecided
26279,599288,undecided
61325,487180,undecided
13129,8987,undecided
74476,638710,lighthouse
70506,595464,undecided
37546,608540,undecided
63218,382555,prysm
73546,632950,undecided
9373,435131,nimbus
50646,614336,undecided
5170,571453,prysm
6590,586860,teku
57478,478417,undecided
11373,104852,undecided
61790,482710,undecided
80373,618755,undecided
76839,666915,undecided
37990,652733,undecided
47445,666209,prysm
19066,489158,prysm
7779,591192,undecided
43786,564199,undecided
70955,654235,prysm
25094,623369,undecided
8114,665763,undecided
14403,472399,undecided
36492,420200,undecided
57162,627348,prysm
71114,455613,undecided
136,649743,undecided
25922,52606,prysm
37333,636627,undecided
57671,529560,undecided
58995,632523,undecided
32372,392585,undecided
43228,446746,prysm
13972,578397,undecided
16553,69847,undecided
31607,581412,undecided
41719,652387,undecided
46561,238623,teku
50669,594250,undecided
45001,586119,lighthouse
49387,622821,teku
57030,605512,undecided
68682,598122,undecided
59148,593132,undecided
69797,641182,undecided
9722,660564,prysm
71721,665234,undecided
27448,604435,undecided
58735,352649,undecided
32309,497784,undecided
45613,464668,undecided
64130,546766,undecided
40563,626593,undecided
33842,469504,undecided
64849,611026,undecided
9917,44009,undecided
28910,670640,undecided
65469,621475,undecided
18488,444084,prysm
34716,648447,teku
42025,633747,undecided
37048,572793,undecided
50109,443540,teku
10751,43884,undecided
23691,660779,undecided
26629,538091,prysm
594,590656,undecided
74903,620909,undecided
46739,617263,undecided
36228,648479,undecided
18738,487177,undecided
10311,60480,undecided
59381,593630,undecided
20446,433672,prysm
4091,71507,undecided
62348,467307,undecided
38944,636179,undecided
3903,58616,undecided
18897,410307,prysm
60030,671086,undecided
69079,588918,undecided
35369,575726,undecided
34676,539679,undecided
39401,518200,prysm
56292,579965,undecided
44125,606373,undecided
17471,369012,lighthouse
63628,660421,undecided
46029,622966,undecided
25069,532202,lighthouse
58161,325538,undecided
61344,426993,undecided
57038,502836,lighthouse
14788,5607,undecided
59452,568232,undecided
26818,450556,undecided
11111,98322,undecided
18668,520328,undecided
7484,614836,undecided
50577,629782,undecided
22759,483709,undecided
41697,344562,prysm
11709,53039,undecided
38271,615789,undecided
40919,663905,undecided
25039,479077,undecided
12120,220212,undecided
1513,414455,lighthouse
31582,557921,undecided
48591,671160,undecided
233,630262,undecided
50338,641396,undecided
49580,639353,undecided
79838,668520,undecided
7192,573435,undecided
62588,445378,undecided
424,619573,undecided
22775,155484,lighthouse
45468,657985,undecided
23776,590140,undecided
41209,596905,undecided
51569,618113,undecided
43355,546483,undecided
30480,135498,undecided
19767,657718,undecided
55277,669315,undecided
32103,509873,undecided
32311,520331,undecided
77920,620547,undecided
4410,432304,undecided
69627,670532,undecided
5334,407681,prysm
33804,477671,undecided
40748,669101,undecided
35649,557308,undecided
26981,400319,prysm
9853,103403,undecided
23883,493443,undecided
38588,620779,undecided
25530,347939,undecided
40372,665638,undecided
26696,267401,undecided
37732,428471,undecided
47888,569925,prysm
78153,639729,undecided
69466,484186,undecided
40959,660823,undecided
23791,521400,undecided
7088,24742,undecided
50055,464847,prysm
49053,575140,undecided
35491,437512,lighthouse
35106,538087,undecided
7399,658116,undecided
20616,350543,prysm
44879,598974,lighthouse
71599,615370,undecided
17279,416479,lighthouse
42453,330039,prysm
32177,459712,undecided
78641,653215,undecided
5719,671389,teku
29317,617649,undecided
40845,614054,undecided
70152,663594,undecided
68605,657299,undecided
53730,484940,undecided
55356,485458,undecided
31604,641974,undecided
49754,612964,undecided
8751,384533,nimbus
70000,429649,undecided
45994,648649,undecided
73492,616984,undecided
63625,607694,undecided
57477,654228,undecided
42255,575110,undecided
36279,646583,undecided
35352,586311,undecided
37139,567939,undecided
5385,68084,undecided
50504,464203,prysm
19817,109742,lighthouse
33156,499338,undecided
43490,609626,undecided
65205,497145,undecided
69201,568621,undecided
39152,615992,undecided
41493,526322,undecided
7051,80075,undecided
60005,617615,undecided
18489,546030,prysm
39607,661349,undecided
38762,347254,teku
51903,472878,undecided
28287,593113,prysm
39947,327879,undecided
48420,440314,teku
73881,639925,undecided
18800,394724,undecided
44798,593044,lighthouse
54419,460452,undecided
1478,541923,lighthouse
32411,622253,lighthouse
47120,465501,prysm
37814,628750,undecided
37498,647475,undecided
62029,407898,undecided
55132,608244,undecided
47110,587492,prysm
48957,625769,undecided
52299,386104,undecided
16953,434573,lighthouse
41887,465035,undecided
65293,640751,undecided
8959,411203,nimbus
30114,659679,undecided
16613,410693,undecided
55168,463270,undecided
28057,640803,prysm
46321,594197,undecided
9160,663566,nimbus
72888,665423,undecided
46745,485510,prysm
46010,639673,undecided
54542,487259,undecided
36423,489271,undecided
58635,352721,undecided
69891,669825,undecided
7751,615653,undecided
54396,460374,undecided
25304,565747,undecided
51279,570326,undecided
4688,60491,undecided
65685,654038,undecided
54709,465340,undecided
63447,640623,undecided
76497,574836,lighthouse
2086,663342,undecided
50482,665631,lighthouse
61127,623058,undecided
73842,492178,undecided
21500,585384,undecided
17558,314698,undecided
40258,668490,undecided
22668,362188,prysm
42263,662125,undecided
50722,575569,prysm
35679,536661,undecided
352,573657,undecided
50720,669904,prysm
73567,661802,undecided
45851,484441,undecided
36503,563672,undecided
14738,453253,prysm
50997,631004,undecided
9548,353645,nimbus
78020,667077,undecided
51301,660287,undecided
30260,637303,undecided
42151,609923,undecided
37434,507283,undecided
3187,73397,undecided
39758,610870,undecided
14142,487153,undecided
16668,257752,lighthouse
57402,638410,undecided
25647,644139,prysm
65291,660015,undecided
68420,647628,lighthouse
42245,430388,undecided
35558,614193,undecided
57167,626570,prysm
21342,611997,teku
75859,638244,undecided
77054,658837,undecided
41193,653112,undecided
47225,485477,undecided
38203,621538,undecided
35557,543515,undecided
40945,653723,undecided
59549,545251,undecided
39091,657637,undecided
4555,624535,undecided
35345,460944,lighthouse
8962,366692,nimbus
36468,378487,undecided
3001,620170,undecided
42039,626200,undecided
48443,652455,undecided
71335,665870,undecided
35939,615422,undecided
7490,659289,undecided
46394,655393,undecided
38918,616241,undecided
2809,295787,undecided
42354,659185,lighthouse
36070,664268,undecided
49509,628092,undecided
3548,53559,undecided
1646,500969,lighthouse
44378,663373,undecided
11771,486663,undecided
74112,577646,undecided
3390,51521,undecided
44389,658290,undecided
62503,400214,undecided
39061,439968,undecided
21131,590978,prysm
61494,487944,undecided
8508,430924,nimbus
40912,505244,undecided
12042,147670,undecided
64876,634213,undecided
63165,457355,undecided
28890,657850,undecided
28262,636040,prysm
11470,306658,undecided
11738,483876,undecided
1820,456374,lighthouse
39389,667886,undecided
43872,668608,undecided
23260,414852,undecided
17002,500016,lighthouse
37566,594827,undecided
3029,658341,undecided
46991,448522,undecided
36013,511180,lighthouse
70604,604769,undecided
6117,662523,teku
3793,65188,undecided
19557,667627,prysm
39286,633864,undecided
60627,611826,undecided
31039,354946,undecided
68137,627838,lighthouse
51353,547476,undecided
64888,620452,undecided
6795,87046,undecided
58336,568746,undecided
